Gender,Hour of Start Time,Weekday of Start Time,Count of Trips
Female,"March 19, 2019 at 5 AM",Tuesday,21
Male,"March 19, 2019 at 4 AM",Tuesday,17
Female,"March 19, 2019 at 4 AM",Tuesday,4
Male,"March 19, 2019 at 3 AM",Tuesday,5
Male,"March 19, 2019 at 2 AM",Tuesday,2
Male,"March 19, 2019 at 1 AM",Tuesday,10
Female,"March 19, 2019 at 1 AM",Tuesday,1
Male,"March 19, 2019 at 12 AM",Tuesday,10
Female,"March 19, 2019 at 12 AM",Tuesday,7
Male,"March 12, 2019 at 11 PM",Tuesday,39
Female,"March 12, 2019 at 11 PM",Tuesday,5
Male,"March 12, 2019 at 10 PM",Tuesday,82
Female,"March 12, 2019 at 10 PM",Tuesday,15
Male,"March 12, 2019 at 9 PM",Tuesday,147
Female,"March 12, 2019 at 9 PM",Tuesday,23
Male,"March 12, 2019 at 8 PM",Tuesday,188
Female,"March 12, 2019 at 8 PM",Tuesday,41
Male,"March 12, 2019 at 7 PM",Tuesday,299
Female,"March 12, 2019 at 7 PM",Tuesday,71
Male,"March 12, 2019 at 6 PM",Tuesday,526
Female,"March 12, 2019 at 6 PM",Tuesday,139
Male,"March 12, 2019 at 5 PM",Tuesday,949
Female,"March 12, 2019 at 5 PM",Tuesday,224
Male,"March 12, 2019 at 4 PM",Tuesday,657
Female,"March 12, 2019 at 4 PM",Tuesday,179
Male,"March 12, 2019 at 3 PM",Tuesday,320
Female,"March 12, 2019 at 3 PM",Tuesday,92
Male,"March 12, 2019 at 2 PM",Tuesday,181
Female,"March 12, 2019 at 2 PM",Tuesday,58
Male,"March 12, 2019 at 1 PM",Tuesday,208
Female,"March 12, 2019 at 1 PM",Tuesday,59
Male,"March 12, 2019 at 12 PM",Tuesday,192
Female,"March 12, 2019 at 12 PM",Tuesday,57
Male,"March 12, 2019 at 11 AM",Tuesday,159
Female,"March 12, 2019 at 11 AM",Tuesday,68
Male,"March 12, 2019 at 10 AM",Tuesday,138
Female,"March 12, 2019 at 10 AM",Tuesday,35
Male,"March 12, 2019 at 9 AM",Tuesday,277
Female,"March 12, 2019 at 9 AM",Tuesday,70
Male,"March 12, 2019 at 8 AM",Tuesday,687
Female,"March 12, 2019 at 8 AM",Tuesday,156
Male,"March 12, 2019 at 7 AM",Tuesday,481
Female,"March 12, 2019 at 7 AM",Tuesday,130
Male,"March 12, 2019 at 6 AM",Tuesday,215
Female,"March 12, 2019 at 6 AM",Tuesday,49
Male,"March 12, 2019 at 5 AM",Tuesday,54
Female,"March 12, 2019 at 5 AM",Tuesday,15
Male,"March 12, 2019 at 4 AM",Tuesday,12
Female,"March 12, 2019 at 4 AM",Tuesday,4
Male,"March 12, 2019 at 3 AM",Tuesday,5
Female,"March 12, 2019 at 3 AM",Tuesday,1
Male,"March 12, 2019 at 2 AM",Tuesday,6
Female,"March 12, 2019 at 2 AM",Tuesday,1
Male,"March 12, 2019 at 1 AM",Tuesday,6
Female,"March 12, 2019 at 1 AM",Tuesday,2
Male,"March 12, 2019 at 12 AM",Tuesday,12
Female,"March 12, 2019 at 12 AM",Tuesday,4
Male,"March 5, 2019 at 11 PM",Tuesday,15
Female,"March 5, 2019 at 11 PM",Tuesday,2
Male,"March 5, 2019 at 10 PM",Tuesday,42
Female,"March 5, 2019 at 10 PM",Tuesday,4
Male,"March 5, 2019 at 9 PM",Tuesday,62
Female,"March 5, 2019 at 9 PM",Tuesday,8
Male,"March 5, 2019 at 8 PM",Tuesday,87
Female,"March 5, 2019 at 8 PM",Tuesday,18
Male,"March 5, 2019 at 7 PM",Tuesday,149
Female,"March 5, 2019 at 7 PM",Tuesday,26
Male,"March 5, 2019 at 6 PM",Tuesday,259
Female,"March 5, 2019 at 6 PM",Tuesday,48
Male,"March 5, 2019 at 5 PM",Tuesday,445
Female,"March 5, 2019 at 5 PM",Tuesday,81
Male,"March 5, 2019 at 4 PM",Tuesday,333
Female,"March 5, 2019 at 4 PM",Tuesday,60
Male,"March 5, 2019 at 3 PM",Tuesday,166
Female,"March 5, 2019 at 3 PM",Tuesday,24
Male,"March 5, 2019 at 2 PM",Tuesday,100
Female,"March 5, 2019 at 2 PM",Tuesday,24
Male,"March 5, 2019 at 1 PM",Tuesday,117
Female,"March 5, 2019 at 1 PM",Tuesday,16
Male,"March 5, 2019 at 12 PM",Tuesday,119
Female,"March 5, 2019 at 12 PM",Tuesday,27
Male,"March 5, 2019 at 11 AM",Tuesday,77
Female,"March 5, 2019 at 11 AM",Tuesday,6
Male,"March 5, 2019 at 10 AM",Tuesday,84
Female,"March 5, 2019 at 10 AM",Tuesday,15
Male,"March 5, 2019 at 9 AM",Tuesday,152
Female,"March 5, 2019 at 9 AM",Tuesday,25
Male,"March 5, 2019 at 8 AM",Tuesday,346
Female,"March 5, 2019 at 8 AM",Tuesday,56
Male,"March 5, 2019 at 7 AM",Tuesday,249
Female,"March 5, 2019 at 7 AM",Tuesday,42
Male,"March 5, 2019 at 6 AM",Tuesday,138
Female,"March 5, 2019 at 6 AM",Tuesday,17
Male,"March 5, 2019 at 5 AM",Tuesday,28
Female,"March 5, 2019 at 5 AM",Tuesday,12
Male,"March 5, 2019 at 4 AM",Tuesday,10
Female,"March 5, 2019 at 4 AM",Tuesday,1
Male,"March 5, 2019 at 3 AM",Tuesday,2
Male,"March 5, 2019 at 2 AM",Tuesday,1
Male,"March 5, 2019 at 1 AM",Tuesday,3
Male,"March 5, 2019 at 12 AM",Tuesday,6
Female,"March 5, 2019 at 12 AM",Tuesday,3
Male,"February 26, 2019 at 11 PM",Tuesday,20
Male,"February 26, 2019 at 10 PM",Tuesday,43
Female,"February 26, 2019 at 10 PM",Tuesday,6
Male,"February 26, 2019 at 9 PM",Tuesday,56
Female,"February 26, 2019 at 9 PM",Tuesday,14
Male,"February 26, 2019 at 8 PM",Tuesday,87
Female,"February 26, 2019 at 8 PM",Tuesday,19
Male,"February 26, 2019 at 7 PM",Tuesday,153
Female,"February 26, 2019 at 7 PM",Tuesday,25
Male,"February 26, 2019 at 6 PM",Tuesday,287
Female,"February 26, 2019 at 6 PM",Tuesday,57
Male,"February 26, 2019 at 5 PM",Tuesday,555
Female,"February 26, 2019 at 5 PM",Tuesday,112
Male,"February 26, 2019 at 4 PM",Tuesday,369
Female,"February 26, 2019 at 4 PM",Tuesday,71
Male,"February 26, 2019 at 3 PM",Tuesday,175
Female,"February 26, 2019 at 3 PM",Tuesday,32
Male,"February 26, 2019 at 2 PM",Tuesday,114
Female,"February 26, 2019 at 2 PM",Tuesday,25
Male,"February 26, 2019 at 1 PM",Tuesday,106
Female,"February 26, 2019 at 1 PM",Tuesday,28
Male,"February 26, 2019 at 12 PM",Tuesday,118
Female,"February 26, 2019 at 12 PM",Tuesday,18
Male,"February 26, 2019 at 11 AM",Tuesday,85
Female,"February 26, 2019 at 11 AM",Tuesday,17
Male,"February 26, 2019 at 10 AM",Tuesday,81
Female,"February 26, 2019 at 10 AM",Tuesday,12
Male,"February 26, 2019 at 9 AM",Tuesday,167
Female,"February 26, 2019 at 9 AM",Tuesday,28
Male,"February 26, 2019 at 8 AM",Tuesday,425
Female,"February 26, 2019 at 8 AM",Tuesday,86
Male,"February 26, 2019 at 7 AM",Tuesday,354
Female,"February 26, 2019 at 7 AM",Tuesday,78
Male,"February 26, 2019 at 6 AM",Tuesday,172
Female,"February 26, 2019 at 6 AM",Tuesday,34
Male,"February 26, 2019 at 5 AM",Tuesday,45
Female,"February 26, 2019 at 5 AM",Tuesday,13
Male,"February 26, 2019 at 4 AM",Tuesday,14
Female,"February 26, 2019 at 4 AM",Tuesday,1
Male,"February 26, 2019 at 3 AM",Tuesday,2
Male,"February 26, 2019 at 2 AM",Tuesday,1
Male,"February 26, 2019 at 1 AM",Tuesday,5
Male,"February 26, 2019 at 12 AM",Tuesday,11
Female,"February 26, 2019 at 12 AM",Tuesday,1
Male,"February 19, 2019 at 11 PM",Tuesday,23
Female,"February 19, 2019 at 11 PM",Tuesday,4
Male,"February 19, 2019 at 10 PM",Tuesday,38
Female,"February 19, 2019 at 10 PM",Tuesday,12
Male,"February 19, 2019 at 9 PM",Tuesday,61
Female,"February 19, 2019 at 9 PM",Tuesday,16
Male,"February 19, 2019 at 8 PM",Tuesday,115
Female,"February 19, 2019 at 8 PM",Tuesday,28
Male,"February 19, 2019 at 7 PM",Tuesday,184
Female,"February 19, 2019 at 7 PM",Tuesday,28
Male,"February 19, 2019 at 6 PM",Tuesday,309
Female,"February 19, 2019 at 6 PM",Tuesday,75
Male,"February 19, 2019 at 5 PM",Tuesday,587
Female,"February 19, 2019 at 5 PM",Tuesday,110
Male,"February 19, 2019 at 4 PM",Tuesday,409
Female,"February 19, 2019 at 4 PM",Tuesday,88
Male,"February 19, 2019 at 3 PM",Tuesday,188
Female,"February 19, 2019 at 3 PM",Tuesday,48
Male,"February 19, 2019 at 2 PM",Tuesday,130
Female,"February 19, 2019 at 2 PM",Tuesday,29
Male,"February 19, 2019 at 1 PM",Tuesday,133
Female,"February 19, 2019 at 1 PM",Tuesday,31
Male,"February 19, 2019 at 12 PM",Tuesday,118
Female,"February 19, 2019 at 12 PM",Tuesday,29
Male,"February 19, 2019 at 11 AM",Tuesday,102
Female,"February 19, 2019 at 11 AM",Tuesday,26
Male,"February 19, 2019 at 10 AM",Tuesday,82
Female,"February 19, 2019 at 10 AM",Tuesday,18
Male,"February 19, 2019 at 9 AM",Tuesday,159
Female,"February 19, 2019 at 9 AM",Tuesday,48
Male,"February 19, 2019 at 8 AM",Tuesday,462
Female,"February 19, 2019 at 8 AM",Tuesday,87
Male,"February 19, 2019 at 7 AM",Tuesday,323
Female,"February 19, 2019 at 7 AM",Tuesday,62
Male,"February 19, 2019 at 6 AM",Tuesday,175
Female,"February 19, 2019 at 6 AM",Tuesday,36
Male,"February 19, 2019 at 5 AM",Tuesday,51
Female,"February 19, 2019 at 5 AM",Tuesday,14
Male,"February 19, 2019 at 4 AM",Tuesday,9
Female,"February 19, 2019 at 4 AM",Tuesday,1
Male,"February 19, 2019 at 3 AM",Tuesday,5
Female,"February 19, 2019 at 3 AM",Tuesday,1
Female,"February 19, 2019 at 2 AM",Tuesday,1
Male,"February 19, 2019 at 1 AM",Tuesday,4
Male,"February 19, 2019 at 12 AM",Tuesday,6
Female,"February 19, 2019 at 12 AM",Tuesday,1
Male,"February 12, 2019 at 11 PM",Tuesday,12
Female,"February 12, 2019 at 11 PM",Tuesday,1
Male,"February 12, 2019 at 10 PM",Tuesday,17
Female,"February 12, 2019 at 10 PM",Tuesday,4
Male,"February 12, 2019 at 9 PM",Tuesday,35
Female,"February 12, 2019 at 9 PM",Tuesday,8
Male,"February 12, 2019 at 8 PM",Tuesday,49
Female,"February 12, 2019 at 8 PM",Tuesday,9
Male,"February 12, 2019 at 7 PM",Tuesday,106
Female,"February 12, 2019 at 7 PM",Tuesday,17
Male,"February 12, 2019 at 6 PM",Tuesday,162
Female,"February 12, 2019 at 6 PM",Tuesday,18
Male,"February 12, 2019 at 5 PM",Tuesday,311
Female,"February 12, 2019 at 5 PM",Tuesday,45
Male,"February 12, 2019 at 4 PM",Tuesday,225
Female,"February 12, 2019 at 4 PM",Tuesday,37
Male,"February 12, 2019 at 3 PM",Tuesday,123
Female,"February 12, 2019 at 3 PM",Tuesday,21
Male,"February 12, 2019 at 2 PM",Tuesday,61
Female,"February 12, 2019 at 2 PM",Tuesday,14
Male,"February 12, 2019 at 1 PM",Tuesday,72
Female,"February 12, 2019 at 1 PM",Tuesday,13
Male,"February 12, 2019 at 12 PM",Tuesday,84
Female,"February 12, 2019 at 12 PM",Tuesday,15
Male,"February 12, 2019 at 11 AM",Tuesday,73
Female,"February 12, 2019 at 11 AM",Tuesday,14
Male,"February 12, 2019 at 10 AM",Tuesday,62
Female,"February 12, 2019 at 10 AM",Tuesday,7
Male,"February 12, 2019 at 9 AM",Tuesday,110
Female,"February 12, 2019 at 9 AM",Tuesday,15
Male,"February 12, 2019 at 8 AM",Tuesday,230
Female,"February 12, 2019 at 8 AM",Tuesday,31
Male,"February 12, 2019 at 7 AM",Tuesday,167
Female,"February 12, 2019 at 7 AM",Tuesday,24
Male,"February 12, 2019 at 6 AM",Tuesday,74
Female,"February 12, 2019 at 6 AM",Tuesday,18
Male,"February 12, 2019 at 5 AM",Tuesday,22
Female,"February 12, 2019 at 5 AM",Tuesday,4
Male,"February 12, 2019 at 4 AM",Tuesday,6
Male,"February 12, 2019 at 3 AM",Tuesday,2
Male,"February 12, 2019 at 2 AM",Tuesday,1
Male,"February 12, 2019 at 1 AM",Tuesday,1
Male,"February 12, 2019 at 12 AM",Tuesday,7
Male,"February 5, 2019 at 11 PM",Tuesday,9
Female,"February 5, 2019 at 11 PM",Tuesday,1
Male,"February 5, 2019 at 10 PM",Tuesday,30
Female,"February 5, 2019 at 10 PM",Tuesday,2
Male,"February 5, 2019 at 9 PM",Tuesday,31
Female,"February 5, 2019 at 9 PM",Tuesday,6
Male,"February 5, 2019 at 8 PM",Tuesday,89
Female,"February 5, 2019 at 8 PM",Tuesday,21
Male,"February 5, 2019 at 7 PM",Tuesday,157
Female,"February 5, 2019 at 7 PM",Tuesday,40
Male,"February 5, 2019 at 6 PM",Tuesday,327
Female,"February 5, 2019 at 6 PM",Tuesday,53
Male,"February 5, 2019 at 5 PM",Tuesday,666
Female,"February 5, 2019 at 5 PM",Tuesday,130
Male,"February 5, 2019 at 4 PM",Tuesday,490
Female,"February 5, 2019 at 4 PM",Tuesday,88
Male,"February 5, 2019 at 3 PM",Tuesday,202
Female,"February 5, 2019 at 3 PM",Tuesday,49
Male,"February 5, 2019 at 2 PM",Tuesday,131
Female,"February 5, 2019 at 2 PM",Tuesday,32
Male,"February 5, 2019 at 1 PM",Tuesday,142
Female,"February 5, 2019 at 1 PM",Tuesday,37
Male,"February 5, 2019 at 12 PM",Tuesday,151
Female,"February 5, 2019 at 12 PM",Tuesday,41
Male,"February 5, 2019 at 11 AM",Tuesday,112
Female,"February 5, 2019 at 11 AM",Tuesday,35
Male,"February 5, 2019 at 10 AM",Tuesday,115
Female,"February 5, 2019 at 10 AM",Tuesday,24
Male,"February 5, 2019 at 9 AM",Tuesday,233
Female,"February 5, 2019 at 9 AM",Tuesday,55
Male,"February 5, 2019 at 8 AM",Tuesday,588
Female,"February 5, 2019 at 8 AM",Tuesday,106
Male,"February 5, 2019 at 7 AM",Tuesday,461
Female,"February 5, 2019 at 7 AM",Tuesday,104
Male,"February 5, 2019 at 6 AM",Tuesday,228
Female,"February 5, 2019 at 6 AM",Tuesday,49
Male,"February 5, 2019 at 5 AM",Tuesday,59
Female,"February 5, 2019 at 5 AM",Tuesday,21
Male,"February 5, 2019 at 4 AM",Tuesday,12
Female,"February 5, 2019 at 4 AM",Tuesday,3
Male,"February 5, 2019 at 3 AM",Tuesday,3
Female,"February 5, 2019 at 3 AM",Tuesday,1
Male,"February 5, 2019 at 2 AM",Tuesday,1
Male,"February 5, 2019 at 1 AM",Tuesday,12
Female,"February 5, 2019 at 1 AM",Tuesday,1
Male,"February 5, 2019 at 12 AM",Tuesday,17
Female,"February 5, 2019 at 12 AM",Tuesday,1
Male,"January 29, 2019 at 11 PM",Tuesday,3
Male,"January 29, 2019 at 10 PM",Tuesday,5
Female,"January 29, 2019 at 10 PM",Tuesday,1
Male,"January 29, 2019 at 9 PM",Tuesday,10
Male,"January 29, 2019 at 8 PM",Tuesday,22
Female,"January 29, 2019 at 8 PM",Tuesday,3
Male,"January 29, 2019 at 7 PM",Tuesday,21
Male,"January 29, 2019 at 6 PM",Tuesday,62
Female,"January 29, 2019 at 6 PM",Tuesday,8
Male,"January 29, 2019 at 5 PM",Tuesday,95
Female,"January 29, 2019 at 5 PM",Tuesday,11
Male,"January 29, 2019 at 4 PM",Tuesday,94
Female,"January 29, 2019 at 4 PM",Tuesday,11
Male,"January 29, 2019 at 3 PM",Tuesday,57
Female,"January 29, 2019 at 3 PM",Tuesday,7
Male,"January 29, 2019 at 2 PM",Tuesday,43
Female,"January 29, 2019 at 2 PM",Tuesday,6
Male,"January 29, 2019 at 1 PM",Tuesday,31
Female,"January 29, 2019 at 1 PM",Tuesday,2
Male,"January 29, 2019 at 12 PM",Tuesday,38
Female,"January 29, 2019 at 12 PM",Tuesday,5
Male,"January 29, 2019 at 11 AM",Tuesday,32
Female,"January 29, 2019 at 11 AM",Tuesday,6
Male,"January 29, 2019 at 10 AM",Tuesday,29
Female,"January 29, 2019 at 10 AM",Tuesday,2
Male,"January 29, 2019 at 9 AM",Tuesday,70
Female,"January 29, 2019 at 9 AM",Tuesday,10
Male,"January 29, 2019 at 8 AM",Tuesday,127
Female,"January 29, 2019 at 8 AM",Tuesday,17
Male,"January 29, 2019 at 7 AM",Tuesday,74
Female,"January 29, 2019 at 7 AM",Tuesday,9
Male,"January 29, 2019 at 6 AM",Tuesday,66
Female,"January 29, 2019 at 6 AM",Tuesday,6
Male,"January 29, 2019 at 5 AM",Tuesday,19
Female,"January 29, 2019 at 5 AM",Tuesday,5
Male,"January 29, 2019 at 4 AM",Tuesday,3
Male,"January 29, 2019 at 1 AM",Tuesday,2
Male,"January 29, 2019 at 12 AM",Tuesday,5
Male,"January 22, 2019 at 11 PM",Tuesday,10
Female,"January 22, 2019 at 11 PM",Tuesday,1
Male,"January 22, 2019 at 10 PM",Tuesday,25
Female,"January 22, 2019 at 10 PM",Tuesday,2
Male,"January 22, 2019 at 9 PM",Tuesday,41
Female,"January 22, 2019 at 9 PM",Tuesday,10
Male,"January 22, 2019 at 8 PM",Tuesday,56
Female,"January 22, 2019 at 8 PM",Tuesday,13
Male,"January 22, 2019 at 7 PM",Tuesday,96
Female,"January 22, 2019 at 7 PM",Tuesday,16
Male,"January 22, 2019 at 6 PM",Tuesday,204
Female,"January 22, 2019 at 6 PM",Tuesday,36
Male,"January 22, 2019 at 5 PM",Tuesday,326
Female,"January 22, 2019 at 5 PM",Tuesday,44
Male,"January 22, 2019 at 4 PM",Tuesday,196
Female,"January 22, 2019 at 4 PM",Tuesday,15
Male,"January 22, 2019 at 3 PM",Tuesday,90
Female,"January 22, 2019 at 3 PM",Tuesday,20
Male,"January 22, 2019 at 2 PM",Tuesday,50
Female,"January 22, 2019 at 2 PM",Tuesday,14
Male,"January 22, 2019 at 1 PM",Tuesday,87
Female,"January 22, 2019 at 1 PM",Tuesday,15
Male,"January 22, 2019 at 12 PM",Tuesday,74
Female,"January 22, 2019 at 12 PM",Tuesday,14
Male,"January 22, 2019 at 11 AM",Tuesday,74
Female,"January 22, 2019 at 11 AM",Tuesday,15
Male,"January 22, 2019 at 10 AM",Tuesday,56
Female,"January 22, 2019 at 10 AM",Tuesday,14
Male,"January 22, 2019 at 9 AM",Tuesday,153
Female,"January 22, 2019 at 9 AM",Tuesday,25
Male,"January 22, 2019 at 8 AM",Tuesday,404
Female,"January 22, 2019 at 8 AM",Tuesday,63
Male,"January 22, 2019 at 7 AM",Tuesday,297
Female,"January 22, 2019 at 7 AM",Tuesday,62
Male,"January 22, 2019 at 6 AM",Tuesday,140
Female,"January 22, 2019 at 6 AM",Tuesday,25
Male,"January 22, 2019 at 5 AM",Tuesday,38
Female,"January 22, 2019 at 5 AM",Tuesday,8
Male,"January 22, 2019 at 4 AM",Tuesday,10
Male,"January 22, 2019 at 3 AM",Tuesday,2
Male,"January 22, 2019 at 1 AM",Tuesday,3
Male,"January 22, 2019 at 12 AM",Tuesday,4
Male,"January 15, 2019 at 11 PM",Tuesday,25
Female,"January 15, 2019 at 11 PM",Tuesday,2
Male,"January 15, 2019 at 10 PM",Tuesday,28
Female,"January 15, 2019 at 10 PM",Tuesday,5
Male,"January 15, 2019 at 9 PM",Tuesday,84
Female,"January 15, 2019 at 9 PM",Tuesday,11
Male,"January 15, 2019 at 8 PM",Tuesday,116
Female,"January 15, 2019 at 8 PM",Tuesday,39
Male,"January 15, 2019 at 7 PM",Tuesday,203
Female,"January 15, 2019 at 7 PM",Tuesday,38
Male,"January 15, 2019 at 6 PM",Tuesday,374
Female,"January 15, 2019 at 6 PM",Tuesday,86
Male,"January 15, 2019 at 5 PM",Tuesday,607
Female,"January 15, 2019 at 5 PM",Tuesday,131
Male,"January 15, 2019 at 4 PM",Tuesday,457
Female,"January 15, 2019 at 4 PM",Tuesday,93
Male,"January 15, 2019 at 3 PM",Tuesday,182
Female,"January 15, 2019 at 3 PM",Tuesday,36
Male,"January 15, 2019 at 2 PM",Tuesday,118
Female,"January 15, 2019 at 2 PM",Tuesday,27
Male,"January 15, 2019 at 1 PM",Tuesday,146
Female,"January 15, 2019 at 1 PM",Tuesday,37
Male,"January 15, 2019 at 12 PM",Tuesday,151
Female,"January 15, 2019 at 12 PM",Tuesday,43
Male,"January 15, 2019 at 11 AM",Tuesday,138
Female,"January 15, 2019 at 11 AM",Tuesday,19
Male,"January 15, 2019 at 10 AM",Tuesday,88
Female,"January 15, 2019 at 10 AM",Tuesday,18
Male,"January 15, 2019 at 9 AM",Tuesday,228
Female,"January 15, 2019 at 9 AM",Tuesday,43
Male,"January 15, 2019 at 8 AM",Tuesday,568
Female,"January 15, 2019 at 8 AM",Tuesday,116
Male,"January 15, 2019 at 7 AM",Tuesday,432
Female,"January 15, 2019 at 7 AM",Tuesday,107
Male,"January 15, 2019 at 6 AM",Tuesday,205
Female,"January 15, 2019 at 6 AM",Tuesday,46
Male,"January 15, 2019 at 5 AM",Tuesday,62
Female,"January 15, 2019 at 5 AM",Tuesday,17
Male,"January 15, 2019 at 4 AM",Tuesday,15
Female,"January 15, 2019 at 4 AM",Tuesday,4
Male,"January 15, 2019 at 3 AM",Tuesday,3
Female,"January 15, 2019 at 3 AM",Tuesday,2
Male,"January 15, 2019 at 2 AM",Tuesday,4
Female,"January 15, 2019 at 2 AM",Tuesday,1
Male,"January 15, 2019 at 1 AM",Tuesday,4
Male,"January 15, 2019 at 12 AM",Tuesday,20
Female,"January 15, 2019 at 12 AM",Tuesday,1
Male,"January 8, 2019 at 11 PM",Tuesday,25
Female,"January 8, 2019 at 11 PM",Tuesday,6
Male,"January 8, 2019 at 10 PM",Tuesday,38
Female,"January 8, 2019 at 10 PM",Tuesday,10
Male,"January 8, 2019 at 9 PM",Tuesday,85
Female,"January 8, 2019 at 9 PM",Tuesday,23
Male,"January 8, 2019 at 8 PM",Tuesday,146
Female,"January 8, 2019 at 8 PM",Tuesday,34
Male,"January 8, 2019 at 7 PM",Tuesday,231
Female,"January 8, 2019 at 7 PM",Tuesday,59
Male,"January 8, 2019 at 6 PM",Tuesday,439
Female,"January 8, 2019 at 6 PM",Tuesday,94
Male,"January 8, 2019 at 5 PM",Tuesday,814
Female,"January 8, 2019 at 5 PM",Tuesday,207
Male,"January 8, 2019 at 4 PM",Tuesday,570
Female,"January 8, 2019 at 4 PM",Tuesday,137
Male,"January 8, 2019 at 3 PM",Tuesday,256
Female,"January 8, 2019 at 3 PM",Tuesday,49
Male,"January 8, 2019 at 2 PM",Tuesday,168
Female,"January 8, 2019 at 2 PM",Tuesday,50
Male,"January 8, 2019 at 1 PM",Tuesday,192
Female,"January 8, 2019 at 1 PM",Tuesday,50
Male,"January 8, 2019 at 12 PM",Tuesday,195
Female,"January 8, 2019 at 12 PM",Tuesday,48
Male,"January 8, 2019 at 11 AM",Tuesday,183
Female,"January 8, 2019 at 11 AM",Tuesday,39
Male,"January 8, 2019 at 10 AM",Tuesday,139
Female,"January 8, 2019 at 10 AM",Tuesday,33
Male,"January 8, 2019 at 9 AM",Tuesday,288
Female,"January 8, 2019 at 9 AM",Tuesday,68
Male,"January 8, 2019 at 8 AM",Tuesday,749
Female,"January 8, 2019 at 8 AM",Tuesday,190
Male,"January 8, 2019 at 7 AM",Tuesday,538
Female,"January 8, 2019 at 7 AM",Tuesday,144
Male,"January 8, 2019 at 6 AM",Tuesday,256
Female,"January 8, 2019 at 6 AM",Tuesday,56
Male,"January 8, 2019 at 5 AM",Tuesday,53
Female,"January 8, 2019 at 5 AM",Tuesday,32
Male,"January 8, 2019 at 4 AM",Tuesday,18
Female,"January 8, 2019 at 4 AM",Tuesday,4
Male,"January 8, 2019 at 3 AM",Tuesday,3
Female,"January 8, 2019 at 3 AM",Tuesday,4
Male,"January 8, 2019 at 2 AM",Tuesday,3
Female,"January 8, 2019 at 2 AM",Tuesday,3
Male,"January 8, 2019 at 1 AM",Tuesday,3
Male,"January 8, 2019 at 12 AM",Tuesday,17
Female,"January 8, 2019 at 12 AM",Tuesday,4
Male,"January 1, 2019 at 11 PM",Tuesday,14
Male,"January 1, 2019 at 10 PM",Tuesday,27
Female,"January 1, 2019 at 10 PM",Tuesday,4
Male,"January 1, 2019 at 9 PM",Tuesday,16
Female,"January 1, 2019 at 9 PM",Tuesday,4
Male,"January 1, 2019 at 8 PM",Tuesday,25
Female,"January 1, 2019 at 8 PM",Tuesday,16
Male,"January 1, 2019 at 7 PM",Tuesday,43
Female,"January 1, 2019 at 7 PM",Tuesday,10
Male,"January 1, 2019 at 6 PM",Tuesday,53
Female,"January 1, 2019 at 6 PM",Tuesday,23
Male,"January 1, 2019 at 5 PM",Tuesday,56
Female,"January 1, 2019 at 5 PM",Tuesday,15
Male,"January 1, 2019 at 4 PM",Tuesday,86
Female,"January 1, 2019 at 4 PM",Tuesday,27
Male,"January 1, 2019 at 3 PM",Tuesday,72
Female,"January 1, 2019 at 3 PM",Tuesday,27
Male,"January 1, 2019 at 2 PM",Tuesday,59
Female,"January 1, 2019 at 2 PM",Tuesday,14
Male,"January 1, 2019 at 1 PM",Tuesday,70
Female,"January 1, 2019 at 1 PM",Tuesday,15
Male,"January 1, 2019 at 12 PM",Tuesday,72
Female,"January 1, 2019 at 12 PM",Tuesday,24
Male,"January 1, 2019 at 11 AM",Tuesday,53
Female,"January 1, 2019 at 11 AM",Tuesday,27
Male,"January 1, 2019 at 10 AM",Tuesday,48
Female,"January 1, 2019 at 10 AM",Tuesday,24
Male,"January 1, 2019 at 9 AM",Tuesday,50
Female,"January 1, 2019 at 9 AM",Tuesday,9
Male,"January 1, 2019 at 8 AM",Tuesday,17
Female,"January 1, 2019 at 8 AM",Tuesday,10
Male,"January 1, 2019 at 7 AM",Tuesday,16
Female,"January 1, 2019 at 7 AM",Tuesday,5
Male,"January 1, 2019 at 6 AM",Tuesday,6
Female,"January 1, 2019 at 6 AM",Tuesday,6
Male,"January 1, 2019 at 5 AM",Tuesday,6
Male,"January 1, 2019 at 4 AM",Tuesday,7
Female,"January 1, 2019 at 4 AM",Tuesday,1
Male,"January 1, 2019 at 3 AM",Tuesday,11
Female,"January 1, 2019 at 3 AM",Tuesday,1
Male,"January 1, 2019 at 2 AM",Tuesday,34
Female,"January 1, 2019 at 2 AM",Tuesday,2
Male,"January 1, 2019 at 1 AM",Tuesday,28
Female,"January 1, 2019 at 1 AM",Tuesday,11
Male,"January 1, 2019 at 12 AM",Tuesday,29
Female,"January 1, 2019 at 12 AM",Tuesday,10
Male,"June 24, 2019 at 11 PM",Monday,86
Female,"June 24, 2019 at 11 PM",Monday,10
Male,"June 24, 2019 at 10 PM",Monday,187
Female,"June 24, 2019 at 10 PM",Monday,68
Male,"June 24, 2019 at 9 PM",Monday,300
Female,"June 24, 2019 at 9 PM",Monday,130
Male,"June 24, 2019 at 8 PM",Monday,445
Female,"June 24, 2019 at 8 PM",Monday,187
Male,"June 24, 2019 at 7 PM",Monday,680
Female,"June 24, 2019 at 7 PM",Monday,288
Male,"June 24, 2019 at 6 PM",Monday,1049
Female,"June 24, 2019 at 6 PM",Monday,418
Male,"June 24, 2019 at 5 PM",Monday,1660
Female,"June 24, 2019 at 5 PM",Monday,604
Male,"June 24, 2019 at 4 PM",Monday,1099
Female,"June 24, 2019 at 4 PM",Monday,371
