Gender,Hour of Start Time,Weekday of Start Time,Count of Trips
Male,"June 19, 2019 at 5 PM",Wednesday,1468
Female,"June 19, 2019 at 5 PM",Wednesday,460
Male,"June 19, 2019 at 4 PM",Wednesday,972
Female,"June 19, 2019 at 4 PM",Wednesday,282
Male,"June 19, 2019 at 3 PM",Wednesday,507
Female,"June 19, 2019 at 3 PM",Wednesday,175
Male,"June 19, 2019 at 2 PM",Wednesday,340
Female,"June 19, 2019 at 2 PM",Wednesday,121
Male,"June 19, 2019 at 1 PM",Wednesday,392
Female,"June 19, 2019 at 1 PM",Wednesday,135
Male,"June 19, 2019 at 12 PM",Wednesday,406
Female,"June 19, 2019 at 12 PM",Wednesday,147
Male,"June 19, 2019 at 11 AM",Wednesday,341
Female,"June 19, 2019 at 11 AM",Wednesday,136
Male,"June 19, 2019 at 10 AM",Wednesday,323
Female,"June 19, 2019 at 10 AM",Wednesday,106
Male,"June 19, 2019 at 9 AM",Wednesday,438
Female,"June 19, 2019 at 9 AM",Wednesday,151
Male,"June 19, 2019 at 8 AM",Wednesday,1208
Female,"June 19, 2019 at 8 AM",Wednesday,424
Male,"June 19, 2019 at 7 AM",Wednesday,1004
Female,"June 19, 2019 at 7 AM",Wednesday,350
Male,"June 19, 2019 at 6 AM",Wednesday,471
Female,"June 19, 2019 at 6 AM",Wednesday,160
Male,"June 19, 2019 at 5 AM",Wednesday,135
Female,"June 19, 2019 at 5 AM",Wednesday,62
Male,"June 19, 2019 at 4 AM",Wednesday,23
Female,"June 19, 2019 at 4 AM",Wednesday,11
Male,"June 19, 2019 at 3 AM",Wednesday,8
Female,"June 19, 2019 at 3 AM",Wednesday,1
Male,"June 19, 2019 at 2 AM",Wednesday,11
Female,"June 19, 2019 at 2 AM",Wednesday,1
Male,"June 19, 2019 at 1 AM",Wednesday,26
Male,"June 19, 2019 at 12 AM",Wednesday,47
Female,"June 19, 2019 at 12 AM",Wednesday,1
Male,"June 12, 2019 at 11 PM",Wednesday,16
Female,"June 12, 2019 at 11 PM",Wednesday,2
Male,"June 12, 2019 at 10 PM",Wednesday,42
Female,"June 12, 2019 at 10 PM",Wednesday,6
Male,"June 12, 2019 at 9 PM",Wednesday,75
Female,"June 12, 2019 at 9 PM",Wednesday,18
Male,"June 12, 2019 at 8 PM",Wednesday,126
Female,"June 12, 2019 at 8 PM",Wednesday,43
Male,"June 12, 2019 at 7 PM",Wednesday,229
Female,"June 12, 2019 at 7 PM",Wednesday,88
Male,"June 12, 2019 at 6 PM",Wednesday,627
Female,"June 12, 2019 at 6 PM",Wednesday,202
Male,"June 12, 2019 at 5 PM",Wednesday,1522
Female,"June 12, 2019 at 5 PM",Wednesday,448
Male,"June 12, 2019 at 4 PM",Wednesday,942
Female,"June 12, 2019 at 4 PM",Wednesday,281
Male,"June 12, 2019 at 3 PM",Wednesday,339
Female,"June 12, 2019 at 3 PM",Wednesday,86
Male,"June 12, 2019 at 2 PM",Wednesday,115
Female,"June 12, 2019 at 2 PM",Wednesday,27
Male,"June 12, 2019 at 1 PM",Wednesday,139
Female,"June 12, 2019 at 1 PM",Wednesday,45
Male,"June 12, 2019 at 12 PM",Wednesday,222
Female,"June 12, 2019 at 12 PM",Wednesday,74
Male,"June 12, 2019 at 11 AM",Wednesday,301
Female,"June 12, 2019 at 11 AM",Wednesday,106
Male,"June 12, 2019 at 10 AM",Wednesday,290
Female,"June 12, 2019 at 10 AM",Wednesday,113
Male,"June 12, 2019 at 9 AM",Wednesday,462
Female,"June 12, 2019 at 9 AM",Wednesday,149
Male,"June 12, 2019 at 8 AM",Wednesday,1201
Female,"June 12, 2019 at 8 AM",Wednesday,399
Male,"June 12, 2019 at 7 AM",Wednesday,969
Female,"June 12, 2019 at 7 AM",Wednesday,329
Male,"June 12, 2019 at 6 AM",Wednesday,478
Female,"June 12, 2019 at 6 AM",Wednesday,163
Male,"June 12, 2019 at 5 AM",Wednesday,123
Female,"June 12, 2019 at 5 AM",Wednesday,69
Male,"June 12, 2019 at 4 AM",Wednesday,9
Female,"June 12, 2019 at 4 AM",Wednesday,7
Male,"June 12, 2019 at 3 AM",Wednesday,5
Female,"June 12, 2019 at 3 AM",Wednesday,1
Male,"June 12, 2019 at 2 AM",Wednesday,7
Female,"June 12, 2019 at 2 AM",Wednesday,1
Male,"June 12, 2019 at 1 AM",Wednesday,19
Male,"June 12, 2019 at 12 AM",Wednesday,39
Female,"June 12, 2019 at 12 AM",Wednesday,13
Male,"June 5, 2019 at 11 PM",Wednesday,129
Female,"June 5, 2019 at 11 PM",Wednesday,24
Male,"June 5, 2019 at 10 PM",Wednesday,215
Female,"June 5, 2019 at 10 PM",Wednesday,48
Male,"June 5, 2019 at 9 PM",Wednesday,282
Female,"June 5, 2019 at 9 PM",Wednesday,83
Male,"June 5, 2019 at 8 PM",Wednesday,432
Female,"June 5, 2019 at 8 PM",Wednesday,164
Male,"June 5, 2019 at 7 PM",Wednesday,698
Female,"June 5, 2019 at 7 PM",Wednesday,308
Male,"June 5, 2019 at 6 PM",Wednesday,1022
Female,"June 5, 2019 at 6 PM",Wednesday,467
Male,"June 5, 2019 at 5 PM",Wednesday,1742
Female,"June 5, 2019 at 5 PM",Wednesday,629
Male,"June 5, 2019 at 4 PM",Wednesday,1137
Female,"June 5, 2019 at 4 PM",Wednesday,402
Male,"June 5, 2019 at 3 PM",Wednesday,586
Female,"June 5, 2019 at 3 PM",Wednesday,183
Male,"June 5, 2019 at 2 PM",Wednesday,390
Female,"June 5, 2019 at 2 PM",Wednesday,155
Male,"June 5, 2019 at 1 PM",Wednesday,406
Female,"June 5, 2019 at 1 PM",Wednesday,144
Male,"June 5, 2019 at 12 PM",Wednesday,406
Female,"June 5, 2019 at 12 PM",Wednesday,175
Male,"June 5, 2019 at 11 AM",Wednesday,376
Female,"June 5, 2019 at 11 AM",Wednesday,151
Male,"June 5, 2019 at 10 AM",Wednesday,278
Female,"June 5, 2019 at 10 AM",Wednesday,131
Male,"June 5, 2019 at 9 AM",Wednesday,431
Female,"June 5, 2019 at 9 AM",Wednesday,162
Male,"June 5, 2019 at 8 AM",Wednesday,1090
Female,"June 5, 2019 at 8 AM",Wednesday,368
Male,"June 5, 2019 at 7 AM",Wednesday,738
Female,"June 5, 2019 at 7 AM",Wednesday,234
Male,"June 5, 2019 at 6 AM",Wednesday,208
Female,"June 5, 2019 at 6 AM",Wednesday,55
Male,"June 5, 2019 at 5 AM",Wednesday,39
Female,"June 5, 2019 at 5 AM",Wednesday,14
Male,"June 5, 2019 at 4 AM",Wednesday,12
Female,"June 5, 2019 at 4 AM",Wednesday,2
Male,"June 5, 2019 at 3 AM",Wednesday,3
Female,"June 5, 2019 at 3 AM",Wednesday,2
Male,"June 5, 2019 at 2 AM",Wednesday,2
Male,"June 5, 2019 at 1 AM",Wednesday,10
Female,"June 5, 2019 at 1 AM",Wednesday,2
Male,"June 5, 2019 at 12 AM",Wednesday,59
Female,"June 5, 2019 at 12 AM",Wednesday,14
Male,"May 29, 2019 at 11 PM",Wednesday,72
Female,"May 29, 2019 at 11 PM",Wednesday,16
Male,"May 29, 2019 at 10 PM",Wednesday,156
Female,"May 29, 2019 at 10 PM",Wednesday,48
Male,"May 29, 2019 at 9 PM",Wednesday,276
Female,"May 29, 2019 at 9 PM",Wednesday,78
Male,"May 29, 2019 at 8 PM",Wednesday,392
Female,"May 29, 2019 at 8 PM",Wednesday,145
Male,"May 29, 2019 at 7 PM",Wednesday,641
Female,"May 29, 2019 at 7 PM",Wednesday,264
Male,"May 29, 2019 at 6 PM",Wednesday,1030
Female,"May 29, 2019 at 6 PM",Wednesday,357
Male,"May 29, 2019 at 5 PM",Wednesday,1597
Female,"May 29, 2019 at 5 PM",Wednesday,497
Male,"May 29, 2019 at 4 PM",Wednesday,1060
Female,"May 29, 2019 at 4 PM",Wednesday,330
Male,"May 29, 2019 at 3 PM",Wednesday,495
Female,"May 29, 2019 at 3 PM",Wednesday,163
Male,"May 29, 2019 at 2 PM",Wednesday,333
Female,"May 29, 2019 at 2 PM",Wednesday,126
Male,"May 29, 2019 at 1 PM",Wednesday,349
Female,"May 29, 2019 at 1 PM",Wednesday,141
Male,"May 29, 2019 at 12 PM",Wednesday,350
Female,"May 29, 2019 at 12 PM",Wednesday,132
Male,"May 29, 2019 at 11 AM",Wednesday,278
Female,"May 29, 2019 at 11 AM",Wednesday,87
Male,"May 29, 2019 at 10 AM",Wednesday,222
Female,"May 29, 2019 at 10 AM",Wednesday,70
Male,"May 29, 2019 at 9 AM",Wednesday,383
Female,"May 29, 2019 at 9 AM",Wednesday,118
Male,"May 29, 2019 at 8 AM",Wednesday,966
Female,"May 29, 2019 at 8 AM",Wednesday,297
Male,"May 29, 2019 at 7 AM",Wednesday,809
Female,"May 29, 2019 at 7 AM",Wednesday,260
Male,"May 29, 2019 at 6 AM",Wednesday,367
Female,"May 29, 2019 at 6 AM",Wednesday,114
Male,"May 29, 2019 at 5 AM",Wednesday,104
Female,"May 29, 2019 at 5 AM",Wednesday,43
Male,"May 29, 2019 at 4 AM",Wednesday,10
Female,"May 29, 2019 at 4 AM",Wednesday,4
Male,"May 29, 2019 at 3 AM",Wednesday,3
Female,"May 29, 2019 at 3 AM",Wednesday,1
Male,"May 29, 2019 at 2 AM",Wednesday,1
Male,"May 29, 2019 at 1 AM",Wednesday,11
Male,"May 29, 2019 at 12 AM",Wednesday,9
Male,"May 22, 2019 at 11 PM",Wednesday,83
Female,"May 22, 2019 at 11 PM",Wednesday,17
Male,"May 22, 2019 at 10 PM",Wednesday,249
Female,"May 22, 2019 at 10 PM",Wednesday,91
Male,"May 22, 2019 at 9 PM",Wednesday,312
Female,"May 22, 2019 at 9 PM",Wednesday,122
Male,"May 22, 2019 at 8 PM",Wednesday,451
Female,"May 22, 2019 at 8 PM",Wednesday,181
Male,"May 22, 2019 at 7 PM",Wednesday,714
Female,"May 22, 2019 at 7 PM",Wednesday,330
Male,"May 22, 2019 at 6 PM",Wednesday,1061
Female,"May 22, 2019 at 6 PM",Wednesday,423
Male,"May 22, 2019 at 5 PM",Wednesday,1654
Female,"May 22, 2019 at 5 PM",Wednesday,608
Male,"May 22, 2019 at 4 PM",Wednesday,1151
Female,"May 22, 2019 at 4 PM",Wednesday,424
Male,"May 22, 2019 at 3 PM",Wednesday,594
Female,"May 22, 2019 at 3 PM",Wednesday,213
Male,"May 22, 2019 at 2 PM",Wednesday,355
Female,"May 22, 2019 at 2 PM",Wednesday,155
Male,"May 22, 2019 at 1 PM",Wednesday,404
Female,"May 22, 2019 at 1 PM",Wednesday,169
Male,"May 22, 2019 at 12 PM",Wednesday,415
Female,"May 22, 2019 at 12 PM",Wednesday,152
Male,"May 22, 2019 at 11 AM",Wednesday,334
Female,"May 22, 2019 at 11 AM",Wednesday,125
Male,"May 22, 2019 at 10 AM",Wednesday,234
Female,"May 22, 2019 at 10 AM",Wednesday,98
Male,"May 22, 2019 at 9 AM",Wednesday,422
Female,"May 22, 2019 at 9 AM",Wednesday,128
Male,"May 22, 2019 at 8 AM",Wednesday,916
Female,"May 22, 2019 at 8 AM",Wednesday,293
Male,"May 22, 2019 at 7 AM",Wednesday,758
Female,"May 22, 2019 at 7 AM",Wednesday,243
Male,"May 22, 2019 at 6 AM",Wednesday,344
Female,"May 22, 2019 at 6 AM",Wednesday,104
Male,"May 22, 2019 at 5 AM",Wednesday,96
Female,"May 22, 2019 at 5 AM",Wednesday,42
Male,"May 22, 2019 at 4 AM",Wednesday,11
Female,"May 22, 2019 at 4 AM",Wednesday,3
Male,"May 22, 2019 at 3 AM",Wednesday,3
Female,"May 22, 2019 at 3 AM",Wednesday,1
Male,"May 22, 2019 at 2 AM",Wednesday,3
Male,"May 22, 2019 at 1 AM",Wednesday,3
Male,"May 22, 2019 at 12 AM",Wednesday,14
Female,"May 22, 2019 at 12 AM",Wednesday,3
Male,"May 15, 2019 at 11 PM",Wednesday,85
Female,"May 15, 2019 at 11 PM",Wednesday,15
Male,"May 15, 2019 at 10 PM",Wednesday,210
Female,"May 15, 2019 at 10 PM",Wednesday,34
Male,"May 15, 2019 at 9 PM",Wednesday,316
Female,"May 15, 2019 at 9 PM",Wednesday,101
Male,"May 15, 2019 at 8 PM",Wednesday,384
Female,"May 15, 2019 at 8 PM",Wednesday,167
Male,"May 15, 2019 at 7 PM",Wednesday,641
Female,"May 15, 2019 at 7 PM",Wednesday,315
Male,"May 15, 2019 at 6 PM",Wednesday,979
Female,"May 15, 2019 at 6 PM",Wednesday,402
Male,"May 15, 2019 at 5 PM",Wednesday,1655
Female,"May 15, 2019 at 5 PM",Wednesday,599
Male,"May 15, 2019 at 4 PM",Wednesday,1163
Female,"May 15, 2019 at 4 PM",Wednesday,364
Male,"May 15, 2019 at 3 PM",Wednesday,536
Female,"May 15, 2019 at 3 PM",Wednesday,171
Male,"May 15, 2019 at 2 PM",Wednesday,380
Female,"May 15, 2019 at 2 PM",Wednesday,129
Male,"May 15, 2019 at 1 PM",Wednesday,347
Female,"May 15, 2019 at 1 PM",Wednesday,130
Male,"May 15, 2019 at 12 PM",Wednesday,386
Female,"May 15, 2019 at 12 PM",Wednesday,160
Male,"May 15, 2019 at 11 AM",Wednesday,327
Female,"May 15, 2019 at 11 AM",Wednesday,124
Male,"May 15, 2019 at 10 AM",Wednesday,258
Female,"May 15, 2019 at 10 AM",Wednesday,108
Male,"May 15, 2019 at 9 AM",Wednesday,423
Female,"May 15, 2019 at 9 AM",Wednesday,130
Male,"May 15, 2019 at 8 AM",Wednesday,1094
Female,"May 15, 2019 at 8 AM",Wednesday,347
Male,"May 15, 2019 at 7 AM",Wednesday,901
Female,"May 15, 2019 at 7 AM",Wednesday,319
Male,"May 15, 2019 at 6 AM",Wednesday,414
Female,"May 15, 2019 at 6 AM",Wednesday,132
Male,"May 15, 2019 at 5 AM",Wednesday,102
Female,"May 15, 2019 at 5 AM",Wednesday,46
Male,"May 15, 2019 at 4 AM",Wednesday,14
Female,"May 15, 2019 at 4 AM",Wednesday,7
Male,"May 15, 2019 at 3 AM",Wednesday,2
Female,"May 15, 2019 at 3 AM",Wednesday,1
Male,"May 15, 2019 at 2 AM",Wednesday,5
Male,"May 15, 2019 at 1 AM",Wednesday,26
Female,"May 15, 2019 at 1 AM",Wednesday,3
Male,"May 15, 2019 at 12 AM",Wednesday,26
Female,"May 15, 2019 at 12 AM",Wednesday,3
Male,"May 8, 2019 at 11 PM",Wednesday,53
Female,"May 8, 2019 at 11 PM",Wednesday,16
Male,"May 8, 2019 at 10 PM",Wednesday,153
Female,"May 8, 2019 at 10 PM",Wednesday,40
Male,"May 8, 2019 at 9 PM",Wednesday,248
Female,"May 8, 2019 at 9 PM",Wednesday,64
Male,"May 8, 2019 at 8 PM",Wednesday,275
Female,"May 8, 2019 at 8 PM",Wednesday,81
Male,"May 8, 2019 at 7 PM",Wednesday,432
Female,"May 8, 2019 at 7 PM",Wednesday,192
Male,"May 8, 2019 at 6 PM",Wednesday,809
Female,"May 8, 2019 at 6 PM",Wednesday,269
Male,"May 8, 2019 at 5 PM",Wednesday,1343
Female,"May 8, 2019 at 5 PM",Wednesday,373
Male,"May 8, 2019 at 4 PM",Wednesday,864
Female,"May 8, 2019 at 4 PM",Wednesday,267
Male,"May 8, 2019 at 3 PM",Wednesday,398
Female,"May 8, 2019 at 3 PM",Wednesday,96
Male,"May 8, 2019 at 2 PM",Wednesday,232
Female,"May 8, 2019 at 2 PM",Wednesday,75
Male,"May 8, 2019 at 1 PM",Wednesday,223
Female,"May 8, 2019 at 1 PM",Wednesday,71
Male,"May 8, 2019 at 12 PM",Wednesday,203
Female,"May 8, 2019 at 12 PM",Wednesday,62
Male,"May 8, 2019 at 11 AM",Wednesday,240
Female,"May 8, 2019 at 11 AM",Wednesday,68
Male,"May 8, 2019 at 10 AM",Wednesday,199
Female,"May 8, 2019 at 10 AM",Wednesday,57
Male,"May 8, 2019 at 9 AM",Wednesday,319
Female,"May 8, 2019 at 9 AM",Wednesday,74
Male,"May 8, 2019 at 8 AM",Wednesday,790
Female,"May 8, 2019 at 8 AM",Wednesday,226
Male,"May 8, 2019 at 7 AM",Wednesday,603
Female,"May 8, 2019 at 7 AM",Wednesday,180
Male,"May 8, 2019 at 6 AM",Wednesday,207
Female,"May 8, 2019 at 6 AM",Wednesday,47
Male,"May 8, 2019 at 5 AM",Wednesday,76
Female,"May 8, 2019 at 5 AM",Wednesday,22
Male,"May 8, 2019 at 4 AM",Wednesday,15
Female,"May 8, 2019 at 4 AM",Wednesday,4
Female,"May 8, 2019 at 3 AM",Wednesday,3
Male,"May 8, 2019 at 2 AM",Wednesday,6
Female,"May 8, 2019 at 2 AM",Wednesday,1
Male,"May 8, 2019 at 1 AM",Wednesday,14
Female,"May 8, 2019 at 1 AM",Wednesday,1
Male,"May 8, 2019 at 12 AM",Wednesday,31
Female,"May 8, 2019 at 12 AM",Wednesday,6
Male,"May 1, 2019 at 11 PM",Wednesday,54
Female,"May 1, 2019 at 11 PM",Wednesday,8
Male,"May 1, 2019 at 10 PM",Wednesday,129
Female,"May 1, 2019 at 10 PM",Wednesday,19
Male,"May 1, 2019 at 9 PM",Wednesday,178
Female,"May 1, 2019 at 9 PM",Wednesday,48
Male,"May 1, 2019 at 8 PM",Wednesday,259
Female,"May 1, 2019 at 8 PM",Wednesday,46
Male,"May 1, 2019 at 7 PM",Wednesday,395
Female,"May 1, 2019 at 7 PM",Wednesday,157
Male,"May 1, 2019 at 6 PM",Wednesday,687
Female,"May 1, 2019 at 6 PM",Wednesday,220
Male,"May 1, 2019 at 5 PM",Wednesday,1157
Female,"May 1, 2019 at 5 PM",Wednesday,274
Male,"May 1, 2019 at 4 PM",Wednesday,763
Female,"May 1, 2019 at 4 PM",Wednesday,175
Male,"May 1, 2019 at 3 PM",Wednesday,325
Female,"May 1, 2019 at 3 PM",Wednesday,87
Male,"May 1, 2019 at 2 PM",Wednesday,277
Female,"May 1, 2019 at 2 PM",Wednesday,65
Male,"May 1, 2019 at 1 PM",Wednesday,236
Female,"May 1, 2019 at 1 PM",Wednesday,72
Male,"May 1, 2019 at 12 PM",Wednesday,241
Female,"May 1, 2019 at 12 PM",Wednesday,71
Male,"May 1, 2019 at 11 AM",Wednesday,175
Female,"May 1, 2019 at 11 AM",Wednesday,63
Male,"May 1, 2019 at 10 AM",Wednesday,177
Female,"May 1, 2019 at 10 AM",Wednesday,46
Male,"May 1, 2019 at 9 AM",Wednesday,354
Female,"May 1, 2019 at 9 AM",Wednesday,100
Male,"May 1, 2019 at 8 AM",Wednesday,690
Female,"May 1, 2019 at 8 AM",Wednesday,178
Male,"May 1, 2019 at 7 AM",Wednesday,257
Female,"May 1, 2019 at 7 AM",Wednesday,70
Male,"May 1, 2019 at 6 AM",Wednesday,145
Female,"May 1, 2019 at 6 AM",Wednesday,25
Male,"May 1, 2019 at 5 AM",Wednesday,27
Female,"May 1, 2019 at 5 AM",Wednesday,4
Male,"May 1, 2019 at 4 AM",Wednesday,3
Female,"May 1, 2019 at 3 AM",Wednesday,1
Male,"May 1, 2019 at 2 AM",Wednesday,2
Male,"May 1, 2019 at 1 AM",Wednesday,3
Male,"May 1, 2019 at 12 AM",Wednesday,6
Male,"April 24, 2019 at 11 PM",Wednesday,56
Female,"April 24, 2019 at 11 PM",Wednesday,8
Male,"April 24, 2019 at 10 PM",Wednesday,191
Female,"April 24, 2019 at 10 PM",Wednesday,48
Male,"April 24, 2019 at 9 PM",Wednesday,217
Female,"April 24, 2019 at 9 PM",Wednesday,49
Male,"April 24, 2019 at 8 PM",Wednesday,262
Female,"April 24, 2019 at 8 PM",Wednesday,80
Male,"April 24, 2019 at 7 PM",Wednesday,417
Female,"April 24, 2019 at 7 PM",Wednesday,138
Male,"April 24, 2019 at 6 PM",Wednesday,798
Female,"April 24, 2019 at 6 PM",Wednesday,277
Male,"April 24, 2019 at 5 PM",Wednesday,1335
Female,"April 24, 2019 at 5 PM",Wednesday,388
Male,"April 24, 2019 at 4 PM",Wednesday,838
Female,"April 24, 2019 at 4 PM",Wednesday,268
Male,"April 24, 2019 at 3 PM",Wednesday,406
Female,"April 24, 2019 at 3 PM",Wednesday,112
Male,"April 24, 2019 at 2 PM",Wednesday,270
Female,"April 24, 2019 at 2 PM",Wednesday,76
Male,"April 24, 2019 at 1 PM",Wednesday,282
Female,"April 24, 2019 at 1 PM",Wednesday,102
Male,"April 24, 2019 at 12 PM",Wednesday,340
Female,"April 24, 2019 at 12 PM",Wednesday,100
Male,"April 24, 2019 at 11 AM",Wednesday,257
Female,"April 24, 2019 at 11 AM",Wednesday,92
Male,"April 24, 2019 at 10 AM",Wednesday,191
Female,"April 24, 2019 at 10 AM",Wednesday,71
Male,"April 24, 2019 at 9 AM",Wednesday,359
Female,"April 24, 2019 at 9 AM",Wednesday,127
Male,"April 24, 2019 at 8 AM",Wednesday,988
Female,"April 24, 2019 at 8 AM",Wednesday,293
Male,"April 24, 2019 at 7 AM",Wednesday,784
Female,"April 24, 2019 at 7 AM",Wednesday,239
Male,"April 24, 2019 at 6 AM",Wednesday,323
Female,"April 24, 2019 at 6 AM",Wednesday,101
Male,"April 24, 2019 at 5 AM",Wednesday,74
Female,"April 24, 2019 at 5 AM",Wednesday,36
Male,"April 24, 2019 at 4 AM",Wednesday,15
Female,"April 24, 2019 at 4 AM",Wednesday,3
Male,"April 24, 2019 at 3 AM",Wednesday,4
Female,"April 24, 2019 at 3 AM",Wednesday,1
Male,"April 24, 2019 at 2 AM",Wednesday,3
Male,"April 24, 2019 at 1 AM",Wednesday,15
Female,"April 24, 2019 at 1 AM",Wednesday,1
Male,"April 24, 2019 at 12 AM",Wednesday,35
Female,"April 24, 2019 at 12 AM",Wednesday,2
Male,"April 17, 2019 at 11 PM",Wednesday,58
Female,"April 17, 2019 at 11 PM",Wednesday,20
Male,"April 17, 2019 at 10 PM",Wednesday,134
Female,"April 17, 2019 at 10 PM",Wednesday,26
Male,"April 17, 2019 at 9 PM",Wednesday,260
Female,"April 17, 2019 at 9 PM",Wednesday,82
Male,"April 17, 2019 at 8 PM",Wednesday,334
Female,"April 17, 2019 at 8 PM",Wednesday,80
Male,"April 17, 2019 at 7 PM",Wednesday,550
Female,"April 17, 2019 at 7 PM",Wednesday,197
Male,"April 17, 2019 at 6 PM",Wednesday,848
Female,"April 17, 2019 at 6 PM",Wednesday,286
Male,"April 17, 2019 at 5 PM",Wednesday,1309
Female,"April 17, 2019 at 5 PM",Wednesday,402
Male,"April 17, 2019 at 4 PM",Wednesday,945
Female,"April 17, 2019 at 4 PM",Wednesday,286
Male,"April 17, 2019 at 3 PM",Wednesday,421
Female,"April 17, 2019 at 3 PM",Wednesday,118
Male,"April 17, 2019 at 2 PM",Wednesday,295
Female,"April 17, 2019 at 2 PM",Wednesday,83
Male,"April 17, 2019 at 1 PM",Wednesday,286
Female,"April 17, 2019 at 1 PM",Wednesday,105
Male,"April 17, 2019 at 12 PM",Wednesday,291
Female,"April 17, 2019 at 12 PM",Wednesday,105
Male,"April 17, 2019 at 11 AM",Wednesday,244
Female,"April 17, 2019 at 11 AM",Wednesday,79
Male,"April 17, 2019 at 10 AM",Wednesday,203
Female,"April 17, 2019 at 10 AM",Wednesday,63
Male,"April 17, 2019 at 9 AM",Wednesday,330
Female,"April 17, 2019 at 9 AM",Wednesday,105
Male,"April 17, 2019 at 8 AM",Wednesday,830
Female,"April 17, 2019 at 8 AM",Wednesday,240
Male,"April 17, 2019 at 7 AM",Wednesday,700
Female,"April 17, 2019 at 7 AM",Wednesday,189
Male,"April 17, 2019 at 6 AM",Wednesday,314
Female,"April 17, 2019 at 6 AM",Wednesday,63
Male,"April 17, 2019 at 5 AM",Wednesday,68
Female,"April 17, 2019 at 5 AM",Wednesday,32
Male,"April 17, 2019 at 4 AM",Wednesday,15
Female,"April 17, 2019 at 4 AM",Wednesday,2
Male,"April 17, 2019 at 3 AM",Wednesday,7
Female,"April 17, 2019 at 3 AM",Wednesday,1
Male,"April 17, 2019 at 2 AM",Wednesday,6
Male,"April 17, 2019 at 1 AM",Wednesday,13
Male,"April 17, 2019 at 12 AM",Wednesday,21
Female,"April 17, 2019 at 12 AM",Wednesday,3
Male,"April 10, 2019 at 11 PM",Wednesday,32
Female,"April 10, 2019 at 11 PM",Wednesday,5
Male,"April 10, 2019 at 10 PM",Wednesday,71
Female,"April 10, 2019 at 10 PM",Wednesday,12
Male,"April 10, 2019 at 9 PM",Wednesday,105
Female,"April 10, 2019 at 9 PM",Wednesday,26
Male,"April 10, 2019 at 8 PM",Wednesday,164
Female,"April 10, 2019 at 8 PM",Wednesday,35
Male,"April 10, 2019 at 7 PM",Wednesday,275
Female,"April 10, 2019 at 7 PM",Wednesday,73
Male,"April 10, 2019 at 6 PM",Wednesday,419
Female,"April 10, 2019 at 6 PM",Wednesday,102
Male,"April 10, 2019 at 5 PM",Wednesday,665
Female,"April 10, 2019 at 5 PM",Wednesday,161
Male,"April 10, 2019 at 4 PM",Wednesday,368
Female,"April 10, 2019 at 4 PM",Wednesday,73
Male,"April 10, 2019 at 3 PM",Wednesday,192
Female,"April 10, 2019 at 3 PM",Wednesday,30
Male,"April 10, 2019 at 2 PM",Wednesday,93
Female,"April 10, 2019 at 2 PM",Wednesday,11
Male,"April 10, 2019 at 1 PM",Wednesday,69
Female,"April 10, 2019 at 1 PM",Wednesday,15
Male,"April 10, 2019 at 12 PM",Wednesday,159
Female,"April 10, 2019 at 12 PM",Wednesday,48
Male,"April 10, 2019 at 11 AM",Wednesday,172
Female,"April 10, 2019 at 11 AM",Wednesday,51
Male,"April 10, 2019 at 10 AM",Wednesday,133
Female,"April 10, 2019 at 10 AM",Wednesday,54
Male,"April 10, 2019 at 9 AM",Wednesday,294
Female,"April 10, 2019 at 9 AM",Wednesday,66
Male,"April 10, 2019 at 8 AM",Wednesday,732
Female,"April 10, 2019 at 8 AM",Wednesday,164
Male,"April 10, 2019 at 7 AM",Wednesday,516
Female,"April 10, 2019 at 7 AM",Wednesday,136
Male,"April 10, 2019 at 6 AM",Wednesday,256
Female,"April 10, 2019 at 6 AM",Wednesday,58
Male,"April 10, 2019 at 5 AM",Wednesday,74
Female,"April 10, 2019 at 5 AM",Wednesday,32
Male,"April 10, 2019 at 4 AM",Wednesday,11
Female,"April 10, 2019 at 4 AM",Wednesday,5
Male,"April 10, 2019 at 3 AM",Wednesday,3
Male,"April 10, 2019 at 2 AM",Wednesday,2
Male,"April 10, 2019 at 1 AM",Wednesday,6
Female,"April 10, 2019 at 1 AM",Wednesday,1
Male,"April 10, 2019 at 12 AM",Wednesday,19
Female,"April 10, 2019 at 12 AM",Wednesday,2
Male,"April 3, 2019 at 11 PM",Wednesday,52
Female,"April 3, 2019 at 11 PM",Wednesday,7
Male,"April 3, 2019 at 10 PM",Wednesday,87
Female,"April 3, 2019 at 10 PM",Wednesday,19
Male,"April 3, 2019 at 9 PM",Wednesday,141
Female,"April 3, 2019 at 9 PM",Wednesday,35
Male,"April 3, 2019 at 8 PM",Wednesday,206
Female,"April 3, 2019 at 8 PM",Wednesday,48
Male,"April 3, 2019 at 7 PM",Wednesday,353
Female,"April 3, 2019 at 7 PM",Wednesday,136
Male,"April 3, 2019 at 6 PM",Wednesday,698
Female,"April 3, 2019 at 6 PM",Wednesday,177
Male,"April 3, 2019 at 5 PM",Wednesday,816
Female,"April 3, 2019 at 5 PM",Wednesday,225
Male,"April 3, 2019 at 4 PM",Wednesday,640
Female,"April 3, 2019 at 4 PM",Wednesday,178
Male,"April 3, 2019 at 3 PM",Wednesday,374
Female,"April 3, 2019 at 3 PM",Wednesday,86
Male,"April 3, 2019 at 2 PM",Wednesday,256
Female,"April 3, 2019 at 2 PM",Wednesday,58
